./images/images/Abyssinian_1.jpg,400,600,333,72,425,158,abyssinian,0
./images/images/Abyssinian_10.jpg,500,375,72,105,288,291,abyssinian,0
./images/images/Abyssinian_100.jpg,500,394,151,71,335,267,abyssinian,0
./images/images/Abyssinian_101.jpg,313,450,54,36,319,235,abyssinian,0
./images/images/Abyssinian_102.jpg,465,500,23,27,325,320,abyssinian,0
./images/images/Abyssinian_103.jpg,351,500,241,68,362,196,abyssinian,0
./images/images/Abyssinian_105.jpg,375,500,237,101,373,227,abyssinian,0
./images/images/Abyssinian_106.jpg,1024,1536,861,156,1302,563,abyssinian,0
./images/images/Abyssinian_107.jpg,448,500,94,76,275,271,abyssinian,0
./images/images/Abyssinian_108.jpg,404,500,50,14,336,304,abyssinian,0
./images/images/Abyssinian_109.jpg,450,282,81,7,246,146,abyssinian,0
./images/images/Abyssinian_11.jpg,288,192,43,57,94,105,abyssinian,0
./images/images/Abyssinian_110.jpg,319,400,25,8,175,162,abyssinian,0
./images/images/Abyssinian_111.jpg,402,500,298,94,423,213,abyssinian,0
./images/images/Abyssinian_112.jpg,500,490,112,17,433,340,abyssinian,0
./images/images/Abyssinian_113.jpg,425,640,300,95,403,196,abyssinian,0
./images/images/Abyssinian_114.jpg,423,640,222,64,351,185,abyssinian,0
./images/images/Abyssinian_115.jpg,367,500,238,52,391,175,abyssinian,0
./images/images/Abyssinian_116.jpg,500,333,71,43,249,190,abyssinian,0
./images/images/Abyssinian_117.jpg,401,500,72,102,217,222,abyssinian,0
./images/images/Abyssinian_118.jpg,500,333,1,34,257,303,abyssinian,0
./images/images/Abyssinian_119.jpg,297,300,39,51,156,179,abyssinian,0
./images/images/Abyssinian_12.jpg,500,335,94,83,211,190,abyssinian,0
./images/images/Abyssinian_120.jpg,400,267,63,85,166,180,abyssinian,0
./images/images/Abyssinian_121.jpg,233,242,68,13,195,138,abyssinian,0
./images/images/Abyssinian_122.jpg,278,300,195,10,278,100,abyssinian,0
./images/images/Abyssinian_123.jpg,333,500,153,81,333,221,abyssinian,0
./images/images/Abyssinian_124.jpg,500,333,88,94,207,195,abyssinian,0
./images/images/Abyssinian_125.jpg,359,500,215,23,393,176,abyssinian,0
./images/images/Abyssinian_126.jpg,423,500,88,87,204,182,abyssinian,0
./images/images/Abyssinian_127.jpg,400,266,96,246,179,328,abyssinian,0
./images/images/Abyssinian_128.jpg,375,500,46,22,166,168,abyssinian,0
./images/images/Abyssinian_129.jpg,500,333,114,94,252,224,abyssinian,0
./images/images/Abyssinian_13.jpg,280,245,145,25,218,96,abyssinian,0
./images/images/Abyssinian_130.jpg,500,333,93,85,255,230,abyssinian,0
./images/images/Abyssinian_131.jpg,320,311,17,25,206,180,abyssinian,0
./images/images/Abyssinian_132.jpg,333,500,200,106,278,179,abyssinian,0
./images/images/Abyssinian_133.jpg,496,700,63,50,219,227,abyssinian,0
./images/images/Abyssinian_134.jpg,440,500,74,1,389,309,abyssinian,0
./images/images/Abyssinian_135.jpg,500,333,20,58,257,278,abyssinian,0
./images/images/Abyssinian_136.jpg,500,333,105,38,227,157,abyssinian,0
./images/images/Abyssinian_137.jpg,1200,1600,593,108,1017,549,abyssinian,0
./images/images/Abyssinian_138.jpg,333,500,250,60,378,186,abyssinian,0
./images/images/Abyssinian_139.jpg,333,500,106,60,227,168,abyssinian,0
./images/images/Abyssinian_14.jpg,500,335,164,71,252,163,abyssinian,0
./images/images/Abyssinian_140.jpg,333,500,231,87,323,154,abyssinian,0
./images/images/Abyssinian_141.jpg,500,461,35,106,326,343,abyssinian,0
./images/images/Abyssinian_142.jpg,433,500,168,65,345,239,abyssinian,0
./images/images/Abyssinian_143.jpg,461,500,160,20,411,260,abyssinian,0
./images/images/Abyssinian_144.jpg,359,500,91,15,238,164,abyssinian,0
./images/images/Abyssinian_145.jpg,577,800,230,112,403,271,abyssinian,0
./images/images/Abyssinian_146.jpg,500,333,39,56,242,266,abyssinian,0
./images/images/Abyssinian_148.jpg,375,500,303,78,460,219,abyssinian,0
./images/images/Abyssinian_149.jpg,375,500,155,39,347,251,abyssinian,0
./images/images/Abyssinian_15.jpg,422,477,16,16,431,357,abyssinian,0
./images/images/Abyssinian_150.jpg,363,500,160,17,491,307,abyssinian,0
./images/images/Abyssinian_151.jpg,233,350,163,61,212,109,abyssinian,0
./images/images/Abyssinian_152.jpg,500,424,154,38,336,238,abyssinian,0
./images/images/Abyssinian_153.jpg,263,500,346,77,409,162,abyssinian,0
./images/images/Abyssinian_154.jpg,426,500,139,42,360,237,abyssinian,0
./images/images/Abyssinian_155.jpg,371,581,58,44,213,215,abyssinian,0
./images/images/Abyssinian_156.jpg,348,500,283,26,410,167,abyssinian,0
./images/images/Abyssinian_157.jpg,375,500,87,1,295,204,abyssinian,0
./images/images/Abyssinian_158.jpg,375,500,154,1,347,231,abyssinian,0
./images/images/Abyssinian_159.jpg,201,305,26,12,95,68,abyssinian,0
./images/images/Abyssinian_16.jpg,335,500,375,53,458,134,abyssinian,0
./images/images/Abyssinian_160.jpg,375,500,274,100,380,207,abyssinian,0
./images/images/Abyssinian_161.jpg,480,640,224,1,470,200,abyssinian,0
./images/images/Abyssinian_164.jpg,328,500,189,166,260,235,abyssinian,0
./images/images/Abyssinian_165.jpg,353,500,24,53,177,198,abyssinian,0
./images/images/Abyssinian_166.jpg,223,300,28,8,101,89,abyssinian,0
./images/images/Abyssinian_167.jpg,310,313,99,34,238,183,abyssinian,0
./images/images/Abyssinian_168.jpg,272,400,37,38,183,182,abyssinian,0
./images/images/Abyssinian_169.jpg,300,300,42,10,255,205,abyssinian,0
./images/images/Abyssinian_17.jpg,411,275,38,92,136,192,abyssinian,0
./images/images/Abyssinian_170.jpg,1200,1600,899,208,1113,457,abyssinian,0
./images/images/Abyssinian_172.jpg,712,768,501,24,712,246,abyssinian,0
./images/images/Abyssinian_173.jpg,267,400,241,31,310,102,abyssinian,0
./images/images/Abyssinian_174.jpg,246,317,65,15,228,164,abyssinian,0
./images/images/Abyssinian_175.jpg,234,600,63,16,173,126,abyssinian,0
./images/images/american_bulldog_10.jpg,334,500,103,47,330,268,american_bulldog,1
./images/images/american_bulldog_100.jpg,333,500,204,105,290,202,american_bulldog,1
./images/images/american_bulldog_101.jpg,334,500,168,35,319,178,american_bulldog,1
./images/images/american_bulldog_102.jpg,500,334,156,89,248,192,american_bulldog,1
./images/images/american_bulldog_103.jpg,500,375,126,119,237,226,american_bulldog,1
./images/images/american_bulldog_104.jpg,332,500,96,29,360,253,american_bulldog,1
./images/images/american_bulldog_105.jpg,332,500,166,73,375,241,american_bulldog,1
./images/images/american_bulldog_106.jpg,500,325,4,10,160,153,american_bulldog,1
./images/images/american_bulldog_107.jpg,500,376,87,68,272,224,american_bulldog,1
./images/images/american_bulldog_108.jpg,500,375,92,132,247,265,american_bulldog,1
./images/images/american_bulldog_109.jpg,500,335,147,156,254,256,american_bulldog,1
./images/images/american_bulldog_11.jpg,375,500,154,66,326,253,american_bulldog,1
./images/images/american_bulldog_110.jpg,441,500,224,91,361,253,american_bulldog,1
./images/images/american_bulldog_111.jpg,333,500,95,16,341,276,american_bulldog,1
./images/images/american_bulldog_112.jpg,500,333,64,64,217,206,american_bulldog,1
./images/images/american_bulldog_113.jpg,333,500,169,15,445,245,american_bulldog,1
./images/images/american_bulldog_114.jpg,375,500,128,52,295,206,american_bulldog,1
./images/images/american_bulldog_115.jpg,333,500,182,49,298,173,american_bulldog,1
./images/images/american_bulldog_116.jpg,500,375,152,37,293,167,american_bulldog,1
./images/images/american_bulldog_117.jpg,500,375,86,68,257,222,american_bulldog,1
./images/images/american_bulldog_118.jpg,500,375,134,207,328,393,american_bulldog,1
./images/images/american_bulldog_119.jpg,500,334,133,80,256,188,american_bulldog,1
./images/images/american_bulldog_12.jpg,333,500,183,60,401,256,american_bulldog,1
./images/images/american_bulldog_120.jpg,334,500,105,63,257,194,american_bulldog,1
./images/images/american_bulldog_121.jpg,333,500,306,101,415,168,american_bulldog,1
./images/images/american_bulldog_122.jpg,333,500,168,19,331,162,american_bulldog,1
./images/images/american_bulldog_123.jpg,500,332,140,132,230,208,american_bulldog,1
./images/images/american_bulldog_124.jpg,500,375,111,77,312,277,american_bulldog,1
./images/images/american_bulldog_125.jpg,465,500,82,11,359,234,american_bulldog,1
./images/images/american_bulldog_126.jpg,500,353,123,8,279,153,american_bulldog,1
./images/images/american_bulldog_127.jpg,334,500,154,113,258,214,american_bulldog,1
./images/images/american_bulldog_128.jpg,281,500,153,37,269,153,american_bulldog,1
./images/images/american_bulldog_129.jpg,500,382,164,32,351,186,american_bulldog,1
./images/images/american_bulldog_13.jpg,333,500,1,1,367,303,american_bulldog,1
./images/images/american_bulldog_130.jpg,500,420,31,12,372,295,american_bulldog,1
./images/images/american_bulldog_131.jpg,376,500,84,104,322,320,american_bulldog,1
./images/images/american_bulldog_132.jpg,500,375,20,78,375,379,american_bulldog,1
./images/images/american_bulldog_133.jpg,334,500,213,27,394,209,american_bulldog,1
./images/images/american_bulldog_134.jpg,334,500,167,30,322,167,american_bulldog,1
./images/images/american_bulldog_135.jpg,334,500,284,58,363,128,american_bulldog,1
./images/images/american_bulldog_136.jpg,500,333,57,142,230,340,american_bulldog,1
./images/images/american_bulldog_137.jpg,333,500,225,80,315,170,american_bulldog,1
./images/images/american_bulldog_138.jpg,500,333,66,189,224,315,american_bulldog,1
./images/images/american_bulldog_139.jpg,500,334,125,142,218,232,american_bulldog,1
./images/images/american_bulldog_14.jpg,376,500,92,22,369,343,american_bulldog,1
./images/images/american_bulldog_140.jpg,333,500,29,1,451,310,american_bulldog,1
./images/images/american_bulldog_141.jpg,500,333,27,87,267,287,american_bulldog,1
